City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,harper,4.375,-7.7169,26.950000000000045,78,4,3.44,LR,1702065163
147,saint-philippe,-21.3585,55.7679,25.77000000000004,85,56,3.0,RE,1702065163
148,devils lake,48.1128,-98.8651,0.060000000000002274,93,100,7.2,US,1702065164
149,carmo do rio claro,-20.9719,-46.1189,22.77000000000004,84,100,1.16,BR,1702065164
150,umarga,17.8333,76.6167,20.180000000000007,69,8,4.12,IN,1702065164
151,road town,18.4167,-64.6167,31.05000000000001,62,40,4.63,VG,1702065014
152,petropavlovsk-kamchatsky,53.0452,158.6483,-4.75,76,40,8.49,RU,1702065165
153,sao francisco do sul,-26.2433,-48.6381,21.950000000000045,78,75,3.09,BR,1702065165
154,arica,-18.475,-70.3042,25.75,60,0,6.69,CL,1702065165
155,east london,-33.0153,27.9116,21.439999999999998,81,95,4.94,ZA,1702065165
156,puerto san jose,13.9256,-90.8244,29.700000000000045,60,0,3.33,GT,1702065166
157,waitangi,-43.9535,-176.5597,14.340000000000032,80,90,1.34,NZ,1702065166
158,fort bragg,35.139,-79.006,18.32000000000005,29,0,4.63,US,1702064951
159,saipan,15.1355,145.701,26.390000000000043,89,20,3.09,MP,1702065166
160,qaqortoq,60.7167,-46.0333,0.32000000000005,73,100,4.6,GL,1702065166
161,hawaiian paradise park,19.5933,-154.9731,25.49000000000001,81,100,5.14,US,1702065167
162,buulobarde,3.8538,45.5674,24.760000000000048,74,5,6.09,SO,1702065167
163,awjilah,29.1081,21.2869,15.600000000000023,57,94,3.19,LY,1702065167
164,illizi,26.4833,8.4667,16.890000000000043,32,57,2.81,DZ,1702065167
165,aykhal,66.0,111.5,-27.059999999999974,97,100,2.55,RU,1702065168
166,namibe,-15.1961,12.1522,23.05000000000001,79,42,2.13,AO,1702065168
167,atafu village,-8.5421,-172.5159,28.24000000000001,80,100,3.98,TK,1702065168
168,san antonio de pale,-1.4014,5.6325,27.32000000000005,78,91,2.66,GQ,1702065168
169,haiku-pauwela,20.9219,-156.3051,26.689999999999998,62,20,1.34,US,1702065169
170,college,64.8569,-147.8028,-19.029999999999973,81,100,1.54,US,1702065169
171,sparta,43.9441,-90.8129,12.840000000000032,66,40,5.14,US,1702065081
172,swakopmund,-22.6833,14.5333,18.470000000000027,85,15,2.68,NA,1702064881
173,trincomalee,8.5711,81.2335,26.920000000000016,82,100,2.2,LK,1702065169
174,iskateley,67.6803,53.1512,-17.819999999999965,94,100,3.71,RU,1702065170
175,ola,59.5833,151.2833,-10.229999999999961,84,100,3.41,RU,1702065170
176,arar,30.9753,41.0381,16.010000000000048,44,20,6.17,SA,1702065170
177,cockburn town,21.4612,-71.1419,26.980000000000018,61,40,6.17,TC,1702065170
178,naze,28.3667,129.4833,18.510000000000048,65,13,3.04,JP,1702065170
179,kuta,-8.7233,115.1723,26.970000000000027,88,20,1.03,ID,1702065171
180,price,39.5994,-110.8107,1.7300000000000182,37,0,7.72,US,1702065171
181,ustyuzhna,58.8394,36.4321,-15.549999999999955,92,100,4.05,RU,1702064898
182,udachny,66.4167,112.4,-26.849999999999966,96,100,3.11,RU,1702065171
183,tromso,69.6496,18.957,-1.9899999999999523,54,0,3.6,NO,1702065171
184,uturoa,-16.7333,-151.4333,26.970000000000027,78,53,3.59,PF,1702065172
185,mormugao,15.4,73.8,26.590000000000032,74,20,3.6,IN,1702065172
186,priargunsk,50.3691,119.1012,-34.369999999999976,98,26,1.8,RU,1702065172
187,mirny,62.5353,113.9611,-29.069999999999965,96,100,3.18,RU,1702065173
188,miles city,46.4083,-105.8406,1.5400000000000205,86,100,7.72,US,1702065173
189,mahibadhoo,3.7833,72.9667,28.129999999999995,76,100,6.4,MV,1702065173
190,carlsbad,33.1581,-117.3506,21.08000000000004,65,0,2.06,US,1702065006
191,hirara,24.8,125.2833,21.150000000000034,94,17,3.09,JP,1702065173
192,sos'va,59.1766,61.8558,-31.079999999999984,98,28,1.34,RU,1702065174
193,port elizabeth,-33.918,25.5701,21.170000000000016,94,75,3.6,ZA,1702065174
194,hell-ville,-13.4,48.2667,28.52000000000004,73,98,1.69,MG,1702065174
195,salinopolis,-0.6136,-47.3561,29.0,70,34,4.94,BR,1702065174
196,rongelap,11.1635,166.8941,27.54000000000002,69,79,8.27,MH,1702065174
197,santa maria,-29.6842,-53.8069,24.610000000000014,50,75,3.09,BR,1702065404
198,al 'amarah,31.8406,47.1396,21.08000000000004,24,97,2.99,IQ,1702065175
199,beira,-19.8436,34.8389,26.05000000000001,88,0,4.63,MZ,1702065175
200,ntcheu,-14.8203,34.6359,22.390000000000043,65,42,1.59,MW,1702065175
201,sinop,41.7711,34.8709,9.120000000000005,92,100,0.89,TR,1702065176
202,urengoy,65.9667,78.3667,-32.839999999999975,98,13,3.86,RU,1702065176
203,trinidad,-14.8333,-64.9,22.99000000000001,100,100,1.54,BO,1702065130
204,tolanaro,-25.0319,46.9987,24.04000000000002,94,40,9.26,MG,1702065176
205,iqaluit,63.7506,-68.5145,-17.149999999999977,77,20,2.06,CA,1702065176
206,anahuac,27.2333,-100.15,28.960000000000036,38,0,1.27,MX,1702065022
207,shixing,24.9482,114.0657,15.5,69,43,0.57,CN,1702065177
208,abepura,-2.6333,140.5833,24.450000000000045,100,75,0.51,ID,1702065177
209,plettenberg bay,-34.0527,23.3716,18.189999999999998,92,68,2.82,ZA,1702065177
210,jamestown,42.097,-79.2353,11.770000000000039,53,75,6.17,US,1702064969
211,mugia,43.1041,-9.2179,13.840000000000032,91,100,12.49,ES,1702065178
212,aluksne,57.4167,27.05,-11.979999999999961,98,88,2.01,LV,1702065178
213,xuddur,4.1213,43.8894,25.439999999999998,38,4,3.26,SO,1702065178
214,talnakh,69.4865,88.3972,-34.20999999999998,81,36,1.53,RU,1702065178
215,murrells inlet,33.551,-79.0414,16.680000000000007,41,0,3.09,US,1702064916
216,villa juarez,24.6536,-107.5411,29.170000000000016,36,0,2.66,MX,1702065179
217,santa eularia des riu,38.9846,1.5341,16.840000000000032,52,0,6.17,ES,1702065179
218,nyurba,63.2842,118.3319,-33.039999999999964,98,100,2.44,RU,1702065179
219,zigong,29.3416,104.7769,13.610000000000014,72,20,0.51,CN,1702065180
220,aitape,-3.1374,142.3475,25.890000000000043,90,100,2.3,PG,1702065180
221,buka,40.8108,69.1986,3.580000000000041,76,100,2.37,UZ,1702065180
222,poso,-1.3959,120.7524,25.30000000000001,86,100,1.66,ID,1702065180
223,palikir - national government center,6.9248,158.1611,26.410000000000025,83,100,5.14,FM,1702064900
224,archangelos,36.2149,28.1149,12.950000000000045,70,29,8.59,GR,1702065181
225,mantua,45.1667,10.7833,5.340000000000032,91,100,1.79,IT,1702065181
226,ejea de los caballeros,42.1263,-1.1372,7.1200000000000045,77,85,4.22,ES,1702065181
227,guerrero negro,27.9769,-114.0611,19.99000000000001,62,5,8.93,MX,1702065181
228,tarawa,1.419,172.984,28.05000000000001,83,75,3.09,KI,1702065182
229,puerto leguizamo,-0.1934,-74.7819,29.620000000000005,59,59,1.44,CO,1702065182
230,thompson,55.7435,-97.8558,-6.909999999999968,93,100,3.6,CA,1702065183
231,fomboni,-12.28,43.7425,28.260000000000048,80,100,7.06,KM,1702065183
232,acarau,-2.8856,-40.12,28.810000000000002,68,100,8.93,BR,1702065183
233,conceicao do araguaia,-8.2578,-49.2647,33.43000000000001,39,82,2.12,BR,1702065183
234,conception bay south,47.4999,-52.9981,1.5200000000000387,80,100,11.24,CA,1702065184
235,laojunmiao,39.8333,97.7333,-1.5399999999999636,36,59,3.11,CN,1702065184
236,vilyuysk,63.7553,121.6247,-34.46999999999997,97,100,2.92,RU,1702065136
237,yoloten,37.2989,62.3597,6.660000000000025,35,87,2.97,TM,1702065185
238,sanctuary point,-35.1114,150.629,25.55000000000001,82,24,2.48,AU,1702065185
239,sechura,-5.5569,-80.8222,27.80000000000001,56,35,6.36,PE,1702065185
240,cill airne,52.05,-9.5167,7.990000000000009,92,89,3.65,IE,1702065185
241,kavaratti,10.5669,72.642,28.52000000000004,72,100,4.05,IN,1702065185
242,shira,54.4911,89.9531,-28.319999999999965,94,18,1.09,RU,1702065186
243,hundested,55.9667,11.8667,2.2000000000000455,90,100,8.48,DK,1702065186
244,ancud,-41.8697,-73.8203,12.230000000000018,71,26,6.45,CL,1702064905
245,gotsucho,35.0,132.2167,10.950000000000045,84,1,2.9,JP,1702065186
246,kirs,59.3388,52.2447,-34.65999999999997,100,15,0.59,RU,1702065187
247,waegwan,35.9917,128.3973,5.050000000000011,95,1,1.61,KR,1702065187
248,san rafael del yuma,18.4299,-68.6739,30.110000000000014,71,13,6.24,DO,1702065187
249,kruisfontein,-34.0033,24.7314,19.939999999999998,93,75,3.31,ZA,1702065188
250,gorom-gorom,14.4439,-0.2361,26.650000000000034,11,100,3.0,BF,1702065188
251,bodaybo,57.8506,114.1933,-42.069999999999965,100,88,0.53,RU,1702065188
252,timaru,-44.4,171.25,17.82000000000005,73,87,1.79,NZ,1702065188
253,brisas de zicatela,15.8369,-97.0419,29.74000000000001,58,25,2.56,MX,1702065189
254,nago,26.5881,127.9761,14.240000000000009,73,22,3.44,JP,1702065189
255,zhaotong,27.3167,103.7167,10.310000000000002,92,90,0.38,CN,1702065189
256,cadale,2.7603,46.3222,27.110000000000014,72,7,7.38,SO,1702065190
257,touros,-5.1989,-35.4608,27.160000000000025,71,100,6.78,BR,1702065051
258,sabang,5.8933,95.3214,27.340000000000032,80,93,3.97,ID,1702065190
259,ghat,24.9647,10.1728,17.170000000000016,32,95,1.27,LY,1702065190
260,toamasina,-18.1667,49.3833,24.0,94,40,0.0,MG,1702065191
261,kapuskasing,49.4169,-82.4331,1.0500000000000114,100,100,5.66,CA,1702065191
262,kendari,-3.945,122.4989,24.430000000000007,93,100,1.37,ID,1702065028
263,yemetsk,63.4721,41.7941,-21.609999999999985,98,30,2.27,RU,1702065191
264,saint-joseph,-21.3667,55.6167,25.210000000000036,86,49,1.76,RE,1702065192
265,cacapava do sul,-30.5122,-53.4914,21.379999999999995,58,0,3.2,BR,1702065192
266,kerikeri,-35.2268,173.9474,16.620000000000005,85,4,1.53,NZ,1702065192
267,darwin,-12.4611,130.8418,26.99000000000001,89,75,1.03,AU,1702065192
268,vadso,70.0744,29.7487,-8.909999999999968,79,75,11.83,NO,1702065193
269,kharkhorin,47.1975,102.8238,-19.329999999999984,90,12,1.8,MN,1702065193
270,sinabang,2.4803,96.3801,26.260000000000048,85,99,2.33,ID,1702065193
271,dankov,53.2515,39.1555,-11.17999999999995,92,100,5.18,RU,1702065194
272,le port,-20.9373,55.2919,26.0,98,78,1.84,RE,1702065194
273,thunder bay,48.4001,-89.3168,4.990000000000009,93,100,2.57,CA,1702065194
274,nema,57.5067,50.5011,-33.77999999999997,98,6,1.45,RU,1702065195
275,arraial do cabo,-22.9661,-42.0278,26.980000000000018,89,75,4.12,BR,1702065195
276,calchaqui,-29.8877,-60.287,26.890000000000043,43,0,5.94,AR,1702065195
277,nizao,18.25,-70.2,26.870000000000005,67,1,7.83,DO,1702065196
278,juneau,58.3019,-134.4197,3.0100000000000477,95,100,8.75,US,1702065005
279,laguna,38.421,-121.4238,13.920000000000016,75,0,5.66,US,1702065196
280,axim,4.8699,-2.2405,26.980000000000018,82,100,2.87,GH,1702065196
281,farasan,16.7022,42.1183,27.939999999999998,66,11,5.67,SA,1702065196
282,sola,-13.8833,167.55,26.810000000000002,78,100,7.75,VU,1702065197
283,camocim,-2.9022,-40.8411,29.710000000000036,67,88,8.47,BR,1702065197
284,myrina,39.8797,25.0742,6.580000000000041,87,75,7.72,GR,1702065197
285,san luis de la loma,17.2706,-100.8939,29.650000000000034,60,2,2.79,MX,1702065198
286,lodwar,3.1191,35.5973,28.860000000000014,47,6,4.04,KE,1702065198
287,la motte-servolex,45.5942,5.8758,8.03000000000003,95,100,0.0,FR,1702065198
288,limanowa,49.7059,20.422,-5.919999999999959,95,99,1.76,PL,1702065198
289,delta,5.5,6.0,26.140000000000043,83,32,1.53,NG,1702065199
290,urangan,-25.3,152.9,24.200000000000045,68,47,6.08,AU,1702065200
291,nova vicosa,-17.8919,-39.3719,27.370000000000005,69,94,6.98,BR,1702065200
292,al kharijah,25.4514,30.5464,16.30000000000001,37,0,2.31,EG,1702065200
293,beau vallon,-20.4189,57.6953,25.680000000000007,94,20,1.54,MU,1702065200
294,khanpur mahar,27.8436,69.4137,17.08000000000004,25,0,1.47,PK,1702065200
295,wewak,-3.5534,143.6268,25.920000000000016,89,100,2.55,PG,1702065201
296,tyachiv,48.0118,23.5706,1.0100000000000477,95,19,0.43,UA,1702065201
297,cartaxo,39.1602,-8.7874,15.870000000000005,90,100,1.51,PT,1702065201
298,klyuchi,52.2667,79.1667,-23.559999999999974,74,59,2.93,RU,1702065201
299,keflavik,64.0049,-22.5624,-1.759999999999991,80,0,2.57,IS,1702065202
